imagepath,xmlpath,xmin,xmax,ymin,ymax
./dataset/WB18.jpg,./dataset\WB18.xml,73,166,231,252
./dataset/WB19.jpg,./dataset\WB19.xml,84,170,174,199
./dataset/WB2.jpg,./dataset\WB2.xml,83,187,420,445
./dataset/WB20.jpg,./dataset\WB20.xml,105,176,202,235
./dataset/WB21.jpg,./dataset\WB21.xml,34,106,194,220
./dataset/WB22.jpg,./dataset\WB22.xml,106,164,247,264
./dataset/WB23.jpg,./dataset\WB23.xml,93,180,143,161
./dataset/WB25.jpg,./dataset\WB25.xml,17,64,116,139
./dataset/WB26.jpg,./dataset\WB26.xml,30,80,120,143
./dataset/WB27.jpg,./dataset\WB27.xml,101,187,165,186
./dataset/WB28.jpg,./dataset\WB28.xml,85,180,305,326
./dataset/WB3.jpg,./dataset\WB3.xml,94,171,146,163
./dataset/WB4.jpg,./dataset\WB4.xml,119,191,268,292
./dataset/WB5.jpg,./dataset\WB5.xml,105,187,256,280
./dataset/WB6.jpg,./dataset\WB6.xml,108,181,247,266
./dataset/WB8.jpg,./dataset\WB8.xml,98,184,210,229
./dataset/WB9.jpg,./dataset\WB9.xml,92,152,204,221
